gpu,model,resolution,precision,runs,iterations,fps_mean,fps_std,latency_mean_ms,latency_std_ms,p95_latency_ms,p99_latency_ms,gpu_memory_MB,python,torch,cuda,avg_power_W,max_power_W,fps_per_watt
NVIDIA GeForce RTX 4060 Ti,yolo11s.pt,1280,fp16,5,1000,60.402576590999374,0.3962524250412983,16.556150798797606,0.5589438184217939,17.699044456481936,18.542222930908203,2418.6875,3.10.12,2.5.1+cu124,12.4,126.05675633293126,128.473,0.4791696879100142
