gpu,model,resolution,precision,runs,iterations,fps_mean,fps_std,latency_mean_ms,latency_std_ms,p95_latency_ms,p99_latency_ms,gpu_memory_MB,python,torch,cuda,avg_power_W,max_power_W,fps_per_watt
NVIDIA GeForce RTX 5090,yolo11s.pt,1920,fp16,5,1000,76.62447502948343,0.17461612808882024,13.050714630889894,0.41531289144192785,13.367302055358886,13.72988353729248,2939.83984375,3.10.12,2.11.0+cu128,12.8,353.4416431852986,360.141,0.21679526594242202
