gpu,model,resolution,precision,runs,iterations,fps_mean,fps_std,latency_mean_ms,latency_std_ms,p95_latency_ms,p99_latency_ms,gpu_memory_MB,python,torch,cuda,avg_power_W,max_power_W,fps_per_watt
NVIDIA L40S,yolo11s.pt,640,fp16,5,1000,229.41012117865836,0.6651999793097538,4.359035003185272,0.06672755669023411,4.398753218650818,4.5809644527435305,2753.3125,3.10.12,2.5.1+cu124,12.4,134.6136484018265,138.504,1.7042114518273883
