gpu,model,resolution,precision,runs,iterations,fps_mean,fps_std,latency_mean_ms,latency_std_ms,p95_latency_ms,p99_latency_ms,gpu_memory_MB,python,torch,cuda,avg_power_W,max_power_W,fps_per_watt
NVIDIA GeForce RTX 4060 Ti,yolo11s.pt,1920,fp16,5,1000,23.661087536246026,0.026048567245949245,42.263525227355956,0.46117363464237515,43.09103855133056,43.96487771606445,2768.8125,3.10.12,2.5.1+cu124,12.4,130.03741761363634,131.55,0.18195599367058496
