gpu,model,resolution,precision,engine,runs,iterations,fps_mean,fps_std,latency_mean_ms,latency_std_ms,p95_latency_ms,p99_latency_ms,python,torch,cuda,avg_power_W,max_power_W,gpu_util_mean_pct,gpu_util_max_pct,gpu_memory_mean_MB,gpu_memory_max_MB,fps_per_watt
NVIDIA GeForce RTX 4090,yolo11s.pt,640,fp16,tensorrt,3,1000,615.8999888740173,1.416532412613541,1.6236459629933038,0.03627773505671563,1.6605461637179058,1.7608074776331584,3.10.12,2.11.0+cu128,12.8,120.28604,129.743,53.92,55,2066.3125,2066.3125,5.120294831170909
