gpu,model,resolution,precision,runs,iterations,fps_mean,fps_std,latency_mean_ms,latency_std_ms,p95_latency_ms,p99_latency_ms,python,torch,cuda,avg_power_W,max_power_W,gpu_util_mean_pct,gpu_util_max_pct,gpu_memory_mean_MB,gpu_memory_max_MB,fps_per_watt
NVIDIA GeForce RTX 4060 Ti,yolo11s.pt,1920,fp16,5,1000,23.223005206017422,0.1117241080160415,43.06154646148681,0.9625712683051868,44.803767890930175,46.548434333801275,3.10.12,2.5.1+cu124,12.4,128.06393262081784,130.114,83.44330855018588,87,2896.754007899628,2994.3125,0.18133915405189058
