gpu,model,resolution,precision,runs,iterations,fps_mean,fps_std,latency_mean_ms,latency_std_ms,p95_latency_ms,p99_latency_ms,python,torch,cuda,avg_power_W,max_power_W,gpu_util_mean_pct,gpu_util_max_pct,gpu_memory_mean_MB,gpu_memory_max_MB,fps_per_watt
NVIDIA GeForce RTX 4060 Ti,yolo11s.pt,1280,fp16,5,1000,62.44268091508227,0.351180691319012,16.01509222393036,0.36408922162967994,16.692104148864747,17.34046342086792,3.10.12,2.5.1+cu124,12.4,131.0625443196005,132.891,79.67540574282147,82,2505.6227372034955,2541.1875,0.4764342187865181
