gpu,model,resolution,precision,engine,runs,iterations,fps_mean,fps_std,latency_mean_ms,latency_std_ms,p95_latency_ms,p99_latency_ms,python,torch,cuda,avg_power_W,max_power_W,gpu_util_mean_pct,gpu_util_max_pct,gpu_memory_mean_MB,gpu_memory_max_MB,fps_per_watt
"NVIDIA RTX 6000 Ada Generation",yolo11s.pt,1920,fp32,pytorch,3,1000,112.902,0.331083,8.85734,0.0227616,8.88933,8.90745,native_cpp,native_cxx11,12.8,294.579,297.765,100,100,1966.62,1966.62,0.383264
